# Reviewed Phase 2 legacy literal allowlist; generated from current source and reviewed by owning policy.
file	line	token	classification	policy	owner_phase	matched_text
scripts/validate-phase2-path-authority.mjs	36	llama-monitor	tooling-or-infrastructure	update in release/tooling phase	11	return /(?:\.config[\\/]llama-monitor|join\(["']llama-monitor|default_active_root|certs_dir\(|dirs::config_dir|appdata|localappdata|\bhome\b.*(?:models|runtimes|chat-templates|agent\.log)|(?:models|runtimes|chat-templates).*\.config)/i.test
scripts/validate-phase2-path-authority.mjs	77	llama-monitor	tooling-or-infrastructure	update in release/tooling phase	11	if (!/(dirs::config_dir|\.config[\\/]llama-monitor|join\(["']llama-monitor|APPDATA|default_active_root\(\)|certs_dir\(\))/.test(line)) return;
scripts/validate-phase2-path-authority.mjs	77	llama-monitor	tooling-or-infrastructure	update in release/tooling phase	11	if (!/(dirs::config_dir|\.config[\\/]llama-monitor|join\(["']llama-monitor|APPDATA|default_active_root\(\)|certs_dir\(\))/.test(line)) return;
scripts/validate-phase2-path-authority.mjs	88	llama-monitor	tooling-or-infrastructure	update in release/tooling phase	11	contract: { appdata_root: '%APPDATA%\\local-llm-foundry', legacy_root: '%APPDATA%\\llama-monitor', older_legacy_root: '%USERPROFILE%\\.config\\llama-monitor', logs: '<selected-root>\\logs', certificates: '<selected-root>\\certs' },
scripts/validate-phase2-path-authority.mjs	88	llama-monitor	tooling-or-infrastructure	update in release/tooling phase	11	contract: { appdata_root: '%APPDATA%\\local-llm-foundry', legacy_root: '%APPDATA%\\llama-monitor', older_legacy_root: '%USERPROFILE%\\.config\\llama-monitor', logs: '<selected-root>\\logs', certificates: '<selected-root>\\certs' },
scripts/validate-rebrand-phase0.mjs	260	llama_monitor	tooling-or-infrastructure	update in release/tooling phase	11	['environment-variables-and-roots', 'LLAMA_MONITOR|LOCAL_LLM_FOUNDRY|APPDATA|HOME|\\.config/llama-monitor', ['.']],
scripts/validate-rebrand-phase0.mjs	260	llama-monitor	tooling-or-infrastructure	update in release/tooling phase	11	['environment-variables-and-roots', 'LLAMA_MONITOR|LOCAL_LLM_FOUNDRY|APPDATA|HOME|\\.config/llama-monitor', ['.']],
scripts/validate-rebrand-phase0.mjs	287	llama-monitor	tooling-or-infrastructure	update in release/tooling phase	11	if (!/(dirs::|APPDATA|HOME|\.config\/llama-monitor|llama-monitor|local-llm-foundry)/i.test(line)) return;
scripts/validate-rebrand-phase0.mjs	287	llama-monitor	tooling-or-infrastructure	update in release/tooling phase	11	if (!/(dirs::|APPDATA|HOME|\.config\/llama-monitor|llama-monitor|local-llm-foundry)/i.test(line)) return;
scripts/validate-rebrand-phase0.mjs	288	llama-monitor	tooling-or-infrastructure	update in release/tooling phase	11	const literal = line.match(/(?:dirs::\w+|APPDATA|HOME|(?:~|%APPDATA%)[^\s"'`]*llama-monitor[^\s"'`]*)/i)?.[0] ?? 'path-consumer';
scripts/validate-rebrand-phase0.mjs	303	llama-monitor	tooling-or-infrastructure	update in release/tooling phase	11	{ surface: 'unix-root', legacy: '~/.config/llama-monitor', canonical: '~/.config/local-llm-foundry', classification: 'public-brand', owner_phase: '4,5' },
scripts/validate-rebrand-phase0.mjs	304	llama-monitor	tooling-or-infrastructure	update in release/tooling phase	11	{ surface: 'windows-root', legacy: '%APPDATA%\\llama-monitor', canonical: '%APPDATA%\\local-llm-foundry', classification: 'public-brand', owner_phase: '4,9,12' },
scripts/validate-rebrand-phase0.mjs	313	llama-monitor	tooling-or-infrastructure	update in release/tooling phase	11	inventoryRoot(path.join(home, '.config/llama-monitor'), 'legacy-unix-config-root'),
src/agent.rs	1716	llama-monitor	runtime-compatibility-identifier	accept through 2.x; canonicalize new values	2,3,8	"nohup {quoted_path} --agent --agent-host 0.0.0.0 --agent-port {REMOTE_AGENT_DEFAULT_PORT} > ~/.config/llama-monitor/agent.log 2>&1 &"
src/agent.rs	2088	llama-monitor	runtime-compatibility-identifier	accept through 2.x; canonicalize new values	2,3,8	r#"cmd.exe /C "type "C:\Windows\System32\config\systemprofile\AppData\Roaming\llama-monitor\certs\ca.pem" 2>NUL""#
src/agent.rs	2091	llama-monitor	runtime-compatibility-identifier	accept through 2.x; canonicalize new values	2,3,8	RemoteOs::Unix | RemoteOs::Macos => "cat ~/.config/llama-monitor/certs/ca.pem".to_string(),
src/agent.rs	2484	llama-monitor	runtime-compatibility-identifier	accept through 2.x; canonicalize new values	2,3,8	r#"cmd.exe /C "type "C:\Windows\System32\config\systemprofile\AppData\Roaming\llama-monitor\agent-token" 2>NUL""#
src/agent.rs	2487	llama-monitor	runtime-compatibility-identifier	accept through 2.x; canonicalize new values	2,3,8	RemoteOs::Unix | RemoteOs::Macos => "cat ~/.config/llama-monitor/agent-token".to_string(),
src/agent.rs	4395	llama-monitor	runtime-compatibility-identifier	accept through 2.x; canonicalize new values	2,3,8	"~/.config/llama-monitor/bin/llama-monitor", // default Unix/macOS path
src/agent.rs	4395	llama-monitor	runtime-compatibility-identifier	accept through 2.x; canonicalize new values	2,3,8	"~/.config/llama-monitor/bin/llama-monitor", // default Unix/macOS path
src/agent.rs	4407	llama-monitor	runtime-compatibility-identifier	accept through 2.x; canonicalize new values	2,3,8	r#"%APPDATA%\llama-monitor\bin\llama-monitor.exe"#, // default Windows path
src/agent.rs	4407	llama-monitor	runtime-compatibility-identifier	accept through 2.x; canonicalize new values	2,3,8	r#"%APPDATA%\llama-monitor\bin\llama-monitor.exe"#, // default Windows path
src/app_migration.rs	1080	llama-monitor	runtime-compatibility-identifier	accept through 2.x; canonicalize new values	2,3,8	anyhow::anyhow!("migration preview is stale for /Users/example/.config/llama-monitor");
src/inference/rapid_mlx/sidecar_inventory.rs	4	llama-monitor	legitimate-backend-term	preserve technical identifier	preserve	//! `~/.config/llama-monitor/models/rapid-mlx/mtp-sidecars/<slug>/`, each containing
src/llama/gguf_meta.rs	1481	llama-monitor	legitimate-backend-term	preserve technical identifier	preserve	.join(".config/llama-monitor/models/Pantheon-Reasoning-27B.i1-Q6_K.gguf")
src/llama/gguf_meta.rs	1509	llama-monitor	legitimate-backend-term	preserve technical identifier	preserve	Path::new(&h).join(".config/llama-monitor/models/Qwopus3.6-27B-v2-MTP-Q6_K.gguf")
src/llama/gguf_meta.rs	1535	llama-monitor	legitimate-backend-term	preserve technical identifier	preserve	Path::new(h).join(".config/llama-monitor/models/gemma-4-31B-it-qat-UD-Q4_K_XL.gguf")
src/llama/gguf_meta.rs	1563	llama-monitor	legitimate-backend-term	preserve technical identifier	preserve	Path::new(h).join(".config/llama-monitor/models/Qwen3-Coder-Next-Huihui-Opus-4.6-Reasoning-Distilled-abliterated-IQ4_XS.gguf")
src/llama/gguf_meta.rs	1656	llama-monitor	legitimate-backend-term	preserve technical identifier	preserve	let models = Path::new(&home).join(".config/llama-monitor/models");
src/llama/spawn_wizard.rs	1079	llama-monitor	runtime-compatibility-identifier	accept through 2.x; canonicalize new values	2,3,8	/// Results are cached in `~/.config/llama-monitor/model-cache/<sha256>.json`.
src/llama/vram_estimator/tests.rs	716	llama-monitor	legitimate-backend-term	preserve technical identifier	preserve	std::path::Path::new(h).join(".config/llama-monitor/models/Qwen3-Coder-Next-Huihui-Opus-4.6-Reasoning-Distilled-abliterated-IQ4_XS.gguf")
src/main.rs	178	llama-monitor	runtime-compatibility-identifier	accept through 2.x; canonicalize new values	2,3,8	//    - redirect stdout/stderr to %APPDATA%\llama-monitor\logs\llama-monitor.log.
src/main.rs	178	llama-monitor	runtime-compatibility-identifier	accept through 2.x; canonicalize new values	2,3,8	//    - redirect stdout/stderr to %APPDATA%\llama-monitor\logs\llama-monitor.log.
src/models/gguf_import.rs	815	llama-monitor	legitimate-backend-term	preserve technical identifier	preserve	let models = home.join(".config/llama-monitor/models");
src/models/gguf_recovery.rs	2507	llama-monitor	legitimate-backend-term	preserve technical identifier	preserve	let models_dir = home.join(".config/llama-monitor/models");
src/models/gguf_recovery.rs	2517	llama-monitor	legitimate-backend-term	preserve technical identifier	preserve	config_dir: home.join(".config/llama-monitor"),
src/models/gguf_recovery.rs	2538	llama-monitor	legitimate-backend-term	preserve technical identifier	preserve	models_dir: home.join(".config/llama-monitor/models"),
src/models/gguf_recovery.rs	2539	llama-monitor	legitimate-backend-term	preserve technical identifier	preserve	config_dir: home.join(".config/llama-monitor"),
src/models/gguf_recovery.rs	2556	llama-monitor	legitimate-backend-term	preserve technical identifier	preserve	home.join(".config/llama-monitor/runtimes/rapid-mlx/.staging/0.10.10-qualification");
src/models/gguf_recovery.rs	2610	llama-monitor	legitimate-backend-term	preserve technical identifier	preserve	let staging = home.join(".config/llama-monitor/models/rapid-mlx/requantized/.staging");
src/models/gguf_recovery.rs	2619	llama-monitor	legitimate-backend-term	preserve technical identifier	preserve	let runtime_root = home.join(".config/llama-monitor/runtimes/gguf-recovery/r2-v1");
src/models/import_lab.rs	499	llama-monitor	runtime-compatibility-identifier	accept through 2.x; canonicalize new values	2,3,8	anyhow!("worker stderr: traceback at /Users/example/.config/llama-monitor/secret.py");
src/models/library.rs	437	llama-monitor	runtime-compatibility-identifier	accept through 2.x; canonicalize new values	2,3,8	bounded_json(&path.join("llama-monitor-conversion.json"))
src/repo_context.rs	109	llama-monitor	runtime-compatibility-identifier	accept through 2.x; canonicalize new values	2,3,8	let exe = dir.join("llama-monitor");
src/repo_context.rs	142	llama-monitor	runtime-compatibility-identifier	accept through 2.x; canonicalize new values	2,3,8	let exe = bin.join("llama-monitor");
src/web/api/rapid_mlx_runtime.rs	2473	llama-monitor	legitimate-backend-term	preserve technical identifier	preserve	"uv failed at /Users/person/.config/llama-monitor/runtimes/rapid-mlx/secret"
src/web/api/rapid_mlx_runtime.rs	2581	llama-monitor	legitimate-backend-term	preserve technical identifier	preserve	executable_path: "/Users/person/.config/llama-monitor/private/rapid-mlx".into(),
tests/fixtures/calibration/llama-cpp-receipts/qwen35-9b-defiant-ubatch/00-00-ubatch-512-context-32000.json	17	llama-monitor	legitimate-backend-term	preserve technical identifier	preserve	"/Users/nick/.config/llama-monitor/bin/llama-server",
tests/fixtures/calibration/llama-cpp-receipts/qwen35-9b-defiant-ubatch/00-00-ubatch-512-context-32000.json	19	llama-monitor	legitimate-backend-term	preserve technical identifier	preserve	"/Users/nick/.config/llama-monitor/models/gguf/Qwen3.5-9B-The-Defiant-Fable-Uncnr-Heretic-NEO-MAX-MTP-Q4_K_M.gguf",
tests/fixtures/calibration/llama-cpp-receipts/qwen35-9b-defiant-ubatch/00-00-ubatch-512-context-32000.json	53	llama-monitor	legitimate-backend-term	preserve technical identifier	preserve	"local_path": "/Users/nick/.config/llama-monitor/models/gguf/Qwen3.5-9B-The-Defiant-Fable-Uncnr-Heretic-NEO-MAX-MTP-Q4_K_M.gguf",
tests/fixtures/calibration/llama-cpp-receipts/qwen35-9b-defiant-ubatch/01-01-ubatch-512-context-65536.json	17	llama-monitor	legitimate-backend-term	preserve technical identifier	preserve	"/Users/nick/.config/llama-monitor/bin/llama-server",
tests/fixtures/calibration/llama-cpp-receipts/qwen35-9b-defiant-ubatch/01-01-ubatch-512-context-65536.json	19	llama-monitor	legitimate-backend-term	preserve technical identifier	preserve	"/Users/nick/.config/llama-monitor/models/gguf/Qwen3.5-9B-The-Defiant-Fable-Uncnr-Heretic-NEO-MAX-MTP-Q4_K_M.gguf",
tests/fixtures/calibration/llama-cpp-receipts/qwen35-9b-defiant-ubatch/01-01-ubatch-512-context-65536.json	53	llama-monitor	legitimate-backend-term	preserve technical identifier	preserve	"local_path": "/Users/nick/.config/llama-monitor/models/gguf/Qwen3.5-9B-The-Defiant-Fable-Uncnr-Heretic-NEO-MAX-MTP-Q4_K_M.gguf",
tests/fixtures/calibration/llama-cpp-receipts/qwen35-9b-defiant-ubatch/02-02-ubatch-512-context-131072.json	17	llama-monitor	legitimate-backend-term	preserve technical identifier	preserve	"/Users/nick/.config/llama-monitor/bin/llama-server",
tests/fixtures/calibration/llama-cpp-receipts/qwen35-9b-defiant-ubatch/02-02-ubatch-512-context-131072.json	19	llama-monitor	legitimate-backend-term	preserve technical identifier	preserve	"/Users/nick/.config/llama-monitor/models/gguf/Qwen3.5-9B-The-Defiant-Fable-Uncnr-Heretic-NEO-MAX-MTP-Q4_K_M.gguf",
tests/fixtures/calibration/llama-cpp-receipts/qwen35-9b-defiant-ubatch/02-02-ubatch-512-context-131072.json	53	llama-monitor	legitimate-backend-term	preserve technical identifier	preserve	"local_path": "/Users/nick/.config/llama-monitor/models/gguf/Qwen3.5-9B-The-Defiant-Fable-Uncnr-Heretic-NEO-MAX-MTP-Q4_K_M.gguf",
tests/fixtures/calibration/llama-cpp-receipts/qwen35-9b-defiant-ubatch/03-03-ubatch-512-context-160000.json	17	llama-monitor	legitimate-backend-term	preserve technical identifier	preserve	"/Users/nick/.config/llama-monitor/bin/llama-server",
tests/fixtures/calibration/llama-cpp-receipts/qwen35-9b-defiant-ubatch/03-03-ubatch-512-context-160000.json	19	llama-monitor	legitimate-backend-term	preserve technical identifier	preserve	"/Users/nick/.config/llama-monitor/models/gguf/Qwen3.5-9B-The-Defiant-Fable-Uncnr-Heretic-NEO-MAX-MTP-Q4_K_M.gguf",
tests/fixtures/calibration/llama-cpp-receipts/qwen35-9b-defiant-ubatch/03-03-ubatch-512-context-160000.json	53	llama-monitor	legitimate-backend-term	preserve technical identifier	preserve	"local_path": "/Users/nick/.config/llama-monitor/models/gguf/Qwen3.5-9B-The-Defiant-Fable-Uncnr-Heretic-NEO-MAX-MTP-Q4_K_M.gguf",
tests/fixtures/calibration/llama-cpp-receipts/qwen35-9b-defiant-ubatch/04-04-ubatch-512-context-200000.json	17	llama-monitor	legitimate-backend-term	preserve technical identifier	preserve	"/Users/nick/.config/llama-monitor/bin/llama-server",
tests/fixtures/calibration/llama-cpp-receipts/qwen35-9b-defiant-ubatch/04-04-ubatch-512-context-200000.json	19	llama-monitor	legitimate-backend-term	preserve technical identifier	preserve	"/Users/nick/.config/llama-monitor/models/gguf/Qwen3.5-9B-The-Defiant-Fable-Uncnr-Heretic-NEO-MAX-MTP-Q4_K_M.gguf",
tests/fixtures/calibration/llama-cpp-receipts/qwen35-9b-defiant-ubatch/04-04-ubatch-512-context-200000.json	53	llama-monitor	legitimate-backend-term	preserve technical identifier	preserve	"local_path": "/Users/nick/.config/llama-monitor/models/gguf/Qwen3.5-9B-The-Defiant-Fable-Uncnr-Heretic-NEO-MAX-MTP-Q4_K_M.gguf",
tests/fixtures/calibration/llama-cpp-receipts/qwen35-9b-defiant-ubatch/05-05-ubatch-2048-context-32000.json	17	llama-monitor	legitimate-backend-term	preserve technical identifier	preserve	"/Users/nick/.config/llama-monitor/bin/llama-server",
tests/fixtures/calibration/llama-cpp-receipts/qwen35-9b-defiant-ubatch/05-05-ubatch-2048-context-32000.json	19	llama-monitor	legitimate-backend-term	preserve technical identifier	preserve	"/Users/nick/.config/llama-monitor/models/gguf/Qwen3.5-9B-The-Defiant-Fable-Uncnr-Heretic-NEO-MAX-MTP-Q4_K_M.gguf",
tests/fixtures/calibration/llama-cpp-receipts/qwen35-9b-defiant-ubatch/05-05-ubatch-2048-context-32000.json	53	llama-monitor	legitimate-backend-term	preserve technical identifier	preserve	"local_path": "/Users/nick/.config/llama-monitor/models/gguf/Qwen3.5-9B-The-Defiant-Fable-Uncnr-Heretic-NEO-MAX-MTP-Q4_K_M.gguf",
tests/fixtures/calibration/llama-cpp-receipts/qwen35-9b-defiant-ubatch/06-06-ubatch-2048-context-65536.json	17	llama-monitor	legitimate-backend-term	preserve technical identifier	preserve	"/Users/nick/.config/llama-monitor/bin/llama-server",
tests/fixtures/calibration/llama-cpp-receipts/qwen35-9b-defiant-ubatch/06-06-ubatch-2048-context-65536.json	19	llama-monitor	legitimate-backend-term	preserve technical identifier	preserve	"/Users/nick/.config/llama-monitor/models/gguf/Qwen3.5-9B-The-Defiant-Fable-Uncnr-Heretic-NEO-MAX-MTP-Q4_K_M.gguf",
tests/fixtures/calibration/llama-cpp-receipts/qwen35-9b-defiant-ubatch/06-06-ubatch-2048-context-65536.json	53	llama-monitor	legitimate-backend-term	preserve technical identifier	preserve	"local_path": "/Users/nick/.config/llama-monitor/models/gguf/Qwen3.5-9B-The-Defiant-Fable-Uncnr-Heretic-NEO-MAX-MTP-Q4_K_M.gguf",
tests/fixtures/calibration/llama-cpp-receipts/qwen35-9b-defiant-ubatch/07-07-ubatch-2048-context-131072.json	17	llama-monitor	legitimate-backend-term	preserve technical identifier	preserve	"/Users/nick/.config/llama-monitor/bin/llama-server",
tests/fixtures/calibration/llama-cpp-receipts/qwen35-9b-defiant-ubatch/07-07-ubatch-2048-context-131072.json	19	llama-monitor	legitimate-backend-term	preserve technical identifier	preserve	"/Users/nick/.config/llama-monitor/models/gguf/Qwen3.5-9B-The-Defiant-Fable-Uncnr-Heretic-NEO-MAX-MTP-Q4_K_M.gguf",
tests/fixtures/calibration/llama-cpp-receipts/qwen35-9b-defiant-ubatch/07-07-ubatch-2048-context-131072.json	53	llama-monitor	legitimate-backend-term	preserve technical identifier	preserve	"local_path": "/Users/nick/.config/llama-monitor/models/gguf/Qwen3.5-9B-The-Defiant-Fable-Uncnr-Heretic-NEO-MAX-MTP-Q4_K_M.gguf",
tests/fixtures/calibration/llama-cpp-receipts/qwen35-9b-defiant-ubatch/08-08-ubatch-2048-context-160000.json	17	llama-monitor	legitimate-backend-term	preserve technical identifier	preserve	"/Users/nick/.config/llama-monitor/bin/llama-server",
tests/fixtures/calibration/llama-cpp-receipts/qwen35-9b-defiant-ubatch/08-08-ubatch-2048-context-160000.json	19	llama-monitor	legitimate-backend-term	preserve technical identifier	preserve	"/Users/nick/.config/llama-monitor/models/gguf/Qwen3.5-9B-The-Defiant-Fable-Uncnr-Heretic-NEO-MAX-MTP-Q4_K_M.gguf",
tests/fixtures/calibration/llama-cpp-receipts/qwen35-9b-defiant-ubatch/08-08-ubatch-2048-context-160000.json	53	llama-monitor	legitimate-backend-term	preserve technical identifier	preserve	"local_path": "/Users/nick/.config/llama-monitor/models/gguf/Qwen3.5-9B-The-Defiant-Fable-Uncnr-Heretic-NEO-MAX-MTP-Q4_K_M.gguf",
tests/fixtures/calibration/llama-cpp-receipts/qwen35-9b-defiant-ubatch/09-09-ubatch-2048-context-200000.json	17	llama-monitor	legitimate-backend-term	preserve technical identifier	preserve	"/Users/nick/.config/llama-monitor/bin/llama-server",
tests/fixtures/calibration/llama-cpp-receipts/qwen35-9b-defiant-ubatch/09-09-ubatch-2048-context-200000.json	19	llama-monitor	legitimate-backend-term	preserve technical identifier	preserve	"/Users/nick/.config/llama-monitor/models/gguf/Qwen3.5-9B-The-Defiant-Fable-Uncnr-Heretic-NEO-MAX-MTP-Q4_K_M.gguf",
