file	line	token	classification	policy	owner_phase	matched_text
.github/workflows/release.yml	35	llama-monitor	infrastructure-only	update-release-infrastructure	10,11	artifact: llama-monitor-linux-aarch64
.github/workflows/release.yml	37	llama-monitor	infrastructure-only	update-release-infrastructure	10,11	artifact: llama-monitor-windows-x86_64.zip
.github/workflows/release.yml	39	llama-monitor	infrastructure-only	update-release-infrastructure	10,11	artifact: llama-monitor-macos-aarch64.tar.gz
.github/workflows/release.yml	46	llama-monitor	infrastructure-only	update-release-infrastructure	10,11	shared-key: "llama-monitor-${{ matrix.target }}-${{ hashFiles('Cargo.lock') }}"
.github/workflows/release.yml	62	llama-monitor	infrastructure-only	update-release-infrastructure	10,11	cp target/x86_64-unknown-linux-gnu/release/llama-monitor llama-monitor-linux-x86_64
.github/workflows/release.yml	62	llama-monitor	infrastructure-only	update-release-infrastructure	10,11	cp target/x86_64-unknown-linux-gnu/release/llama-monitor llama-monitor-linux-x86_64
.github/workflows/release.yml	63	llama-monitor	infrastructure-only	update-release-infrastructure	10,11	chmod +x llama-monitor-linux-x86_64
.github/workflows/release.yml	66	llama-monitor	infrastructure-only	update-release-infrastructure	10,11	cp target/aarch64-unknown-linux-gnu/release/llama-monitor llama-monitor-linux-aarch64
.github/workflows/release.yml	66	llama-monitor	infrastructure-only	update-release-infrastructure	10,11	cp target/aarch64-unknown-linux-gnu/release/llama-monitor llama-monitor-linux-aarch64
.github/workflows/release.yml	67	llama-monitor	infrastructure-only	update-release-infrastructure	10,11	chmod +x llama-monitor-linux-aarch64
.github/workflows/release.yml	71	llama-monitor	infrastructure-only	update-release-infrastructure	10,11	cp target/x86_64-pc-windows-gnu/release/llama-monitor.exe windows-bundle/llama-monitor.exe
.github/workflows/release.yml	71	llama-monitor	infrastructure-only	update-release-infrastructure	10,11	cp target/x86_64-pc-windows-gnu/release/llama-monitor.exe windows-bundle/llama-monitor.exe
.github/workflows/release.yml	80	llama-monitor	infrastructure-only	update-release-infrastructure	10,11	(cd windows-bundle && zip -9 -r ../llama-monitor-windows-x86_64.zip .)
.github/workflows/release.yml	83	llama-monitor	infrastructure-only	update-release-infrastructure	10,11	cp target/aarch64-apple-darwin/release/llama-monitor llama-monitor-macos-aarch64
.github/workflows/release.yml	83	llama-monitor	infrastructure-only	update-release-infrastructure	10,11	cp target/aarch64-apple-darwin/release/llama-monitor llama-monitor-macos-aarch64
.github/workflows/release.yml	84	llama-monitor	infrastructure-only	update-release-infrastructure	10,11	chmod +x llama-monitor-macos-aarch64
.github/workflows/release.yml	85	llama-monitor	infrastructure-only	update-release-infrastructure	10,11	tar -czf llama-monitor-macos-aarch64.tar.gz llama-monitor-macos-aarch64
.github/workflows/release.yml	85	llama-monitor	infrastructure-only	update-release-infrastructure	10,11	tar -czf llama-monitor-macos-aarch64.tar.gz llama-monitor-macos-aarch64
.github/workflows/release.yml	98	llama-monitor	infrastructure-only	update-release-infrastructure	10,11	runs-on: arc-llama-monitor
.github/workflows/release.yml	112	llama-monitor	infrastructure-only	update-release-infrastructure	10,11	pattern: llama-monitor-*
.github/workflows/release.yml	121	llama-monitor	infrastructure-only	update-release-infrastructure	10,11	llama-monitor-linux-x86_64 \
.github/workflows/release.yml	122	llama-monitor	infrastructure-only	update-release-infrastructure	10,11	llama-monitor-linux-aarch64 \
.github/workflows/release.yml	123	llama-monitor	infrastructure-only	update-release-infrastructure	10,11	llama-monitor-windows-x86_64.zip \
.github/workflows/release.yml	124	llama-monitor	infrastructure-only	update-release-infrastructure	10,11	llama-monitor-macos-aarch64.tar.gz; do
.github/workflows/release.yml	141	llama-monitor	infrastructure-only	update-release-infrastructure	10,11	llama-monitor-linux-x86_64
.github/workflows/release.yml	142	llama-monitor	infrastructure-only	update-release-infrastructure	10,11	llama-monitor-linux-aarch64
.github/workflows/release.yml	143	llama-monitor	infrastructure-only	update-release-infrastructure	10,11	llama-monitor-windows-x86_64.zip
.github/workflows/release.yml	144	llama-monitor	infrastructure-only	update-release-infrastructure	10,11	llama-monitor-macos-aarch64.tar.gz
.github/workflows/release.yml	156	llama-monitor	infrastructure-only	update-release-infrastructure	10,11	llama-monitor-linux-x86_64
.github/workflows/release.yml	157	llama-monitor	infrastructure-only	update-release-infrastructure	10,11	llama-monitor-linux-aarch64
.github/workflows/release.yml	158	llama-monitor	infrastructure-only	update-release-infrastructure	10,11	llama-monitor-windows-x86_64.zip
.github/workflows/release.yml	159	llama-monitor	infrastructure-only	update-release-infrastructure	10,11	llama-monitor-macos-aarch64.tar.gz
.gitignore	3	llama-monitor	public-brand	rename-current-product-surface	7	/llama-monitor.app/
.idea/modules.xml	5	llama-monitor	public-brand	rename-current-product-surface	7	<module fileurl="file://$PROJECT_DIR$/.idea/llama-monitor.iml" filepath="$PROJECT_DIR$/.idea/llama-monitor.iml" />
.idea/modules.xml	5	llama-monitor	public-brand	rename-current-product-surface	7	<module fileurl="file://$PROJECT_DIR$/.idea/llama-monitor.iml" filepath="$PROJECT_DIR$/.idea/llama-monitor.iml" />
.idea/workspace.xml	44	llama-monitor	public-brand	rename-current-product-surface	7	&quot;last_opened_file_path&quot;: &quot;/Users/nick/SCRIPTS/CLAUDE/llama-monitor&quot;,
.opencode/anchors/llama-monitor-summary.md	35	llama_monitor	public-brand	rename-current-product-surface	7	- Added test:ai script (LLAMA_MONITOR_HAS_AI=1).
.opencode/openwork.json	4	llama-monitor	public-brand	rename-current-product-surface	7	"name": "llama-monitor",
.opencode/openwork.json	9	llama-monitor	public-brand	rename-current-product-surface	7	"/Users/nick/SCRIPTS/CLAUDE/llama-monitor"
AGENTS.md	1	llama monitor	public-brand	rename-current-product-surface	7	# Llama Monitor Project Rules
AGENTS.md	19	llama-monitor	public-brand	rename-current-product-surface	7	- Project is pre-activated on startup via `--project ~/SCRIPTS/CLAUDE/llama-monitor`.
AGENTS.md	184	llama_monitor	public-brand	rename-current-product-surface	7	CI=1 LLAMA_MONITOR_USE_RELEASE=1 LLAMA_MONITOR_TEST_PORT=17778 npm test
AGENTS.md	184	llama_monitor	public-brand	rename-current-product-surface	7	CI=1 LLAMA_MONITOR_USE_RELEASE=1 LLAMA_MONITOR_TEST_PORT=17778 npm test
CHANGELOG.md	1	llama monitor	historical-record	do-not-rewrite-history	0	# Llama Monitor Changelog
CHANGELOG.md	8	llama-monitor	historical-record	do-not-rewrite-history	0	## [1.8.1](https://github.com/nmorgowicz-org/llama-monitor/compare/v1.8.0...v1.8.1) (2026-07-07)
CHANGELOG.md	13	llama-monitor	historical-record	do-not-rewrite-history	0	* **ui:** add 4-state card fit logic (fit / tight / conditional / no-fit) ([61d2f4c](https://github.com/nmorgowicz-org/llama-monitor/commit/61d2f4c208d3ae326c2626e1d52f856dda15a78c))
CHANGELOG.md	14	llama-monitor	historical-record	do-not-rewrite-history	0	* **ui:** add macOS "Free cache" button on welcome screen ([61d2f4c](https://github.com/nmorgowicz-org/llama-monitor/commit/61d2f4c208d3ae326c2626e1d52f856dda15a78c))
CHANGELOG.md	15	llama-monitor	historical-record	do-not-rewrite-history	0	* **ui:** clarify inference memory bar and add segmented memory UI ([61d2f4c](https://github.com/nmorgowicz-org/llama-monitor/commit/61d2f4c208d3ae326c2626e1d52f856dda15a78c))
CHANGELOG.md	17	llama-monitor	historical-record	do-not-rewrite-history	0	## [1.8.0](https://github.com/nmorgowicz-org/llama-monitor/compare/v1.7.0...v1.8.0) (2026-07-07)
CHANGELOG.md	22	llama-monitor	historical-record	do-not-rewrite-history	0	* **wizard:** add chat template auto-updater (Qwen/Gemma/future) ([3339657](https://github.com/nmorgowicz-org/llama-monitor/commit/3339657d65fb3998f1c8210de0e47e76411d4b5a))
CHANGELOG.md	27	llama-monitor	historical-record	do-not-rewrite-history	0	* **wizard:** add clear feedback for “Re-fetch Recommended” ([3339657](https://github.com/nmorgowicz-org/llama-monitor/commit/3339657d65fb3998f1c8210de0e47e76411d4b5a))
CHANGELOG.md	28	llama-monitor	historical-record	do-not-rewrite-history	0	* **wizard:** clean up chat template “Check for updates” UX ([3339657](https://github.com/nmorgowicz-org/llama-monitor/commit/3339657d65fb3998f1c8210de0e47e76411d4b5a))
CHANGELOG.md	29	llama-monitor	historical-record	do-not-rewrite-history	0	* **wizard:** hide community picks panel when data is missing ([3339657](https://github.com/nmorgowicz-org/llama-monitor/commit/3339657d65fb3998f1c8210de0e47e76411d4b5a))
CHANGELOG.md	31	llama-monitor	historical-record	do-not-rewrite-history	0	## [1.7.0](https://github.com/nmorgowicz-org/llama-monitor/compare/v1.6.0...v1.7.0) (2026-07-06)
CHANGELOG.md	36	llama-monitor	historical-record	do-not-rewrite-history	0	* **models:** add HF VRAM pre-download estimate, chat template lifecycle tracking, tool_call_format, and download fixes ([9b2408b](https://github.com/nmorgowicz-org/llama-monitor/commit/9b2408b2dfe1afc5c636e27dc9ed2c4845d45943))
CHANGELOG.md	41	llama-monitor	historical-record	do-not-rewrite-history	0	* **deps:** update rust crate aes-gcm to 0.11 ([#291](https://github.com/nmorgowicz-org/llama-monitor/issues/291)) ([25b1dba](https://github.com/nmorgowicz-org/llama-monitor/commit/25b1dba7bd37b78a6349828118f2d396aafd0159))
CHANGELOG.md	41	llama-monitor	historical-record	do-not-rewrite-history	0	* **deps:** update rust crate aes-gcm to 0.11 ([#291](https://github.com/nmorgowicz-org/llama-monitor/issues/291)) ([25b1dba](https://github.com/nmorgowicz-org/llama-monitor/commit/25b1dba7bd37b78a6349828118f2d396aafd0159))
CHANGELOG.md	42	llama-monitor	historical-record	do-not-rewrite-history	0	* **download:** fix stuck downloads, resume, cooldown, idle timeout, and lock safety ([9b2408b](https://github.com/nmorgowicz-org/llama-monitor/commit/9b2408b2dfe1afc5c636e27dc9ed2c4845d45943))
CHANGELOG.md	44	llama-monitor	historical-record	do-not-rewrite-history	0	## [1.6.0](https://github.com/nmorgowicz-org/llama-monitor/compare/v1.5.3...v1.6.0) (2026-06-27)
CHANGELOG.md	49	llama-monitor	historical-record	do-not-rewrite-history	0	* **agent:** diagnose failed Windows start; trim health-check retries ([b4ae87e](https://github.com/nmorgowicz-org/llama-monitor/commit/b4ae87e961eaf945927ed431382a19397eead4c5))
CHANGELOG.md	50	llama-monitor	historical-record	do-not-rewrite-history	0	* **nav:** self-host vendor scripts via node_modules ([a199888](https://github.com/nmorgowicz-org/llama-monitor/commit/a1998884b682567d7baf3fb1f359093a58327ee0))
CHANGELOG.md	51	llama-monitor	historical-record	do-not-rewrite-history	0	* **nav:** SPA routing with History API and deep-linking ([a199888](https://github.com/nmorgowicz-org/llama-monitor/commit/a1998884b682567d7baf3fb1f359093a58327ee0))
CHANGELOG.md	56	llama-monitor	historical-record	do-not-rewrite-history	0	* **agent:** ship WebView2Loader.dll on remote Windows agent install ([b4ae87e](https://github.com/nmorgowicz-org/llama-monitor/commit/b4ae87e961eaf945927ed431382a19397eead4c5))
CHANGELOG.md	57	llama-monitor	historical-record	do-not-rewrite-history	0	* **deps:** update dependency marked to v18 ([#287](https://github.com/nmorgowicz-org/llama-monitor/issues/287)) ([4624937](https://github.com/nmorgowicz-org/llama-monitor/commit/4624937627ec867261f7d5b9ce5c2f32d3dfa925))
CHANGELOG.md	57	llama-monitor	historical-record	do-not-rewrite-history	0	* **deps:** update dependency marked to v18 ([#287](https://github.com/nmorgowicz-org/llama-monitor/issues/287)) ([4624937](https://github.com/nmorgowicz-org/llama-monitor/commit/4624937627ec867261f7d5b9ce5c2f32d3dfa925))
CHANGELOG.md	58	llama-monitor	historical-record	do-not-rewrite-history	0	* **nav:** centralize history writes, harden CSP, remove CDN dependency ([a199888](https://github.com/nmorgowicz-org/llama-monitor/commit/a1998884b682567d7baf3fb1f359093a58327ee0))
CHANGELOG.md	59	llama-monitor	historical-record	do-not-rewrite-history	0	* **nav:** return to welcome screen on fresh session after hard refresh ([b4ae87e](https://github.com/nmorgowicz-org/llama-monitor/commit/b4ae87e961eaf945927ed431382a19397eead4c5))
CHANGELOG.md	60	llama-monitor	historical-record	do-not-rewrite-history	0	* **ui:** expose vendored highlight.js in browser ([b4ae87e](https://github.com/nmorgowicz-org/llama-monitor/commit/b4ae87e961eaf945927ed431382a19397eead4c5))
CHANGELOG.md	61	llama-monitor	historical-record	do-not-rewrite-history	0	* **ui:** expose vendored highlight.js in browser ([d3d9d43](https://github.com/nmorgowicz-org/llama-monitor/commit/d3d9d4306cb9e6a52bf0c363143decf58a93f9e1))
CHANGELOG.md	63	llama-monitor	historical-record	do-not-rewrite-history	0	## [1.5.3](https://github.com/nmorgowicz-org/llama-monitor/compare/v1.5.2...v1.5.3) (2026-06-25)
CHANGELOG.md	68	llama-monitor	historical-record	do-not-rewrite-history	0	* **spawn:** clear preset name input on wizard close ([44d48e5](https://github.com/nmorgowicz-org/llama-monitor/commit/44d48e568fc81c14e469ac4fd018799efa9fa1c5))
CHANGELOG.md	69	llama-monitor	historical-record	do-not-rewrite-history	0	* **ui:** move preset card VRAM label below memory bar ([44d48e5](https://github.com/nmorgowicz-org/llama-monitor/commit/44d48e568fc81c14e469ac4fd018799efa9fa1c5))
CHANGELOG.md	70	llama-monitor	historical-record	do-not-rewrite-history	0	* **ui:** show separate VRAM and RAM bars with available-budget awareness ([44d48e5](https://github.com/nmorgowicz-org/llama-monitor/commit/44d48e568fc81c14e469ac4fd018799efa9fa1c5))
CHANGELOG.md	71	llama-monitor	historical-record	do-not-rewrite-history	0	* **vram:** correct Hybrid DeltaNet test comment and document active_params_b behavior ([44d48e5](https://github.com/nmorgowicz-org/llama-monitor/commit/44d48e568fc81c14e469ac4fd018799efa9fa1c5))
CHANGELOG.md	72	llama-monitor	historical-record	do-not-rewrite-history	0	* **vram:** improve card VRAM bar math and Hybrid DeltaNet active-param estimates ([44d48e5](https://github.com/nmorgowicz-org/llama-monitor/commit/44d48e568fc81c14e469ac4fd018799efa9fa1c5))
CHANGELOG.md	73	llama-monitor	historical-record	do-not-rewrite-history	0	* **vram:** sum VRAM totals across multiple GPUs ([44d48e5](https://github.com/nmorgowicz-org/llama-monitor/commit/44d48e568fc81c14e469ac4fd018799efa9fa1c5))
CHANGELOG.md	74	llama-monitor	historical-record	do-not-rewrite-history	0	* **vram:** use exact GGUF tensor counts for active params, add partial GPU-layer and RAM-budget support ([44d48e5](https://github.com/nmorgowicz-org/llama-monitor/commit/44d48e568fc81c14e469ac4fd018799efa9fa1c5))
CHANGELOG.md	76	llama-monitor	historical-record	do-not-rewrite-history	0	## [1.5.2](https://github.com/nmorgowicz-org/llama-monitor/compare/v1.5.1...v1.5.2) (2026-06-24)
CHANGELOG.md	81	llama-monitor	historical-record	do-not-rewrite-history	0	* **gguf:** improve architecture_kind, family, and preset backfill ([1d61931](https://github.com/nmorgowicz-org/llama-monitor/commit/1d619312eda9e387e5f01c0f306d63938398f256))
CHANGELOG.md	82	llama-monitor	historical-record	do-not-rewrite-history	0	* **presets:** fix auto-backfill so Dense/MoE/Hybrid MoE labels appear on preset cards ([1d61931](https://github.com/nmorgowicz-org/llama-monitor/commit/1d619312eda9e387e5f01c0f306d63938398f256))
CHANGELOG.md	83	llama-monitor	historical-record	do-not-rewrite-history	0	* **presets:** relax GGUF metadata check so arch labels auto-backfill ([1d61931](https://github.com/nmorgowicz-org/llama-monitor/commit/1d619312eda9e387e5f01c0f306d63938398f256))
CHANGELOG.md	84	llama-monitor	historical-record	do-not-rewrite-history	0	* **ui:** improve architecture labels in setup view ([1d61931](https://github.com/nmorgowicz-org/llama-monitor/commit/1d619312eda9e387e5f01c0f306d63938398f256))
CHANGELOG.md	86	llama-monitor	historical-record	do-not-rewrite-history	0	## [1.5.1](https://github.com/nmorgowicz-org/llama-monitor/compare/v1.5.0...v1.5.1) (2026-06-24)
CHANGELOG.md	91	llama-monitor	historical-record	do-not-rewrite-history	0	* **gguf:** restore all PR [#272](https://github.com/nmorgowicz-org/llama-monitor/issues/272) changes lost during revert/resquash ([156c222](https://github.com/nmorgowicz-org/llama-monitor/commit/156c222549c720a2532aac6b9401e31d9d0f88c3))
CHANGELOG.md	91	llama-monitor	historical-record	do-not-rewrite-history	0	* **gguf:** restore all PR [#272](https://github.com/nmorgowicz-org/llama-monitor/issues/272) changes lost during revert/resquash ([156c222](https://github.com/nmorgowicz-org/llama-monitor/commit/156c222549c720a2532aac6b9401e31d9d0f88c3))
CHANGELOG.md	92	llama-monitor	historical-record	do-not-rewrite-history	0	* **presets:** backfill GGUF metadata on load and add clear_gguf_metadata ([156c222](https://github.com/nmorgowicz-org/llama-monitor/commit/156c222549c720a2532aac6b9401e31d9d0f88c3))
CHANGELOG.md	93	llama-monitor	historical-record	do-not-rewrite-history	0	* **presets:** include expert_bytes_per_layer in completeness guard, backfill comparison, and test assertions ([156c222](https://github.com/nmorgowicz-org/llama-monitor/commit/156c222549c720a2532aac6b9401e31d9d0f88c3))
CHANGELOG.md	94	llama-monitor	historical-record	do-not-rewrite-history	0	* **ui:** wire GGUF arch and layer data into editor and spawn wizard ([156c222](https://github.com/nmorgowicz-org/llama-monitor/commit/156c222549c720a2532aac6b9401e31d9d0f88c3))
CHANGELOG.md	95	llama-monitor	historical-record	do-not-rewrite-history	0	* **vram:** use measured expert bytes for --n-cpu-moe split ([156c222](https://github.com/nmorgowicz-org/llama-monitor/commit/156c222549c720a2532aac6b9401e31d9d0f88c3))
CHANGELOG.md	97	llama-monitor	historical-record	do-not-rewrite-history	0	## [1.5.0](https://github.com/nmorgowicz-org/llama-monitor/compare/v1.4.0...v1.5.0) (2026-06-24)
CHANGELOG.md	102	llama-monitor	historical-record	do-not-rewrite-history	0	* **gguf:** measure exact per-layer tensor sizes for -ngl/--n-cpu-moe tuning ([74485c9](https://github.com/nmorgowicz-org/llama-monitor/commit/74485c95b60042b83734e257a9b93a4c090e39a0))
CHANGELOG.md	103	llama-monitor	historical-record	do-not-rewrite-history	0	* **gguf:** measure exact per-layer tensor sizes for -ngl/--n-cpu-moe tuning ([d464f81](https://github.com/nmorgowicz-org/llama-monitor/commit/d464f812da09b454120d40c9b8c193d94fe365af))
CHANGELOG.md	104	llama-monitor	historical-record	do-not-rewrite-history	0	* **ui:** add Dense/MoE/Hybrid MoE architecture labels to launch cards, editor, and spawn wizard ([dba7cea](https://github.com/nmorgowicz-org/llama-monitor/commit/dba7ceae84e1b69cd23884bfcf7776cddbe1f879))
CHANGELOG.md	105	llama-monitor	historical-record	do-not-rewrite-history	0	* **ui:** wire backend GGUF arch + layer data into editor and spawn wizard ([74485c9](https://github.com/nmorgowicz-org/llama-monitor/commit/74485c95b60042b83734e257a9b93a4c090e39a0))
CHANGELOG.md	106	llama-monitor	historical-record	do-not-rewrite-history	0	* **ui:** wire backend GGUF arch + layer data into editor and spawn wizard ([d464f81](https://github.com/nmorgowicz-org/llama-monitor/commit/d464f812da09b454120d40c9b8c193d94fe365af))
CHANGELOG.md	107	llama-monitor	historical-record	do-not-rewrite-history	0	* **vram:** use measured per-layer expert bytes for --n-cpu-moe split ([74485c9](https://github.com/nmorgowicz-org/llama-monitor/commit/74485c95b60042b83734e257a9b93a4c090e39a0))
CHANGELOG.md	108	llama-monitor	historical-record	do-not-rewrite-history	0	* **vram:** use measured per-layer expert bytes for --n-cpu-moe split ([d464f81](https://github.com/nmorgowicz-org/llama-monitor/commit/d464f812da09b454120d40c9b8c193d94fe365af))
CHANGELOG.md	113	llama-monitor	historical-record	do-not-rewrite-history	0	* **deps:** update rust crate winreg to 0.56 ([#271](https://github.com/nmorgowicz-org/llama-monitor/issues/271)) ([9188c1e](https://github.com/nmorgowicz-org/llama-monitor/commit/9188c1e56d130a7035ee07139d817303b6a4fa67))
CHANGELOG.md	113	llama-monitor	historical-record	do-not-rewrite-history	0	* **deps:** update rust crate winreg to 0.56 ([#271](https://github.com/nmorgowicz-org/llama-monitor/issues/271)) ([9188c1e](https://github.com/nmorgowicz-org/llama-monitor/commit/9188c1e56d130a7035ee07139d817303b6a4fa67))
CHANGELOG.md	114	llama-monitor	historical-record	do-not-rewrite-history	0	* **presets:** backfill GGUF architecture metadata on load; centralize reset ([74485c9](https://github.com/nmorgowicz-org/llama-monitor/commit/74485c95b60042b83734e257a9b93a4c090e39a0))
CHANGELOG.md	115	llama-monitor	historical-record	do-not-rewrite-history	0	* **presets:** backfill GGUF architecture metadata on load; centralize reset ([d464f81](https://github.com/nmorgowicz-org/llama-monitor/commit/d464f812da09b454120d40c9b8c193d94fe365af))
CHANGELOG.md	116	llama-monitor	historical-record	do-not-rewrite-history	0	* **ui:** fix label accessibility, prioritize prio guidance, align spawn wizard context options ([dba7cea](https://github.com/nmorgowicz-org/llama-monitor/commit/dba7ceae84e1b69cd23884bfcf7776cddbe1f879))
CHANGELOG.md	117	llama-monitor	historical-record	do-not-rewrite-history	0	* **ui:** improve MoE active-params estimate, unify arch label logic, fix minor styling ([dba7cea](https://github.com/nmorgowicz-org/llama-monitor/commit/dba7ceae84e1b69cd23884bfcf7776cddbe1f879))
CHANGELOG.md	118	llama-monitor	historical-record	do-not-rewrite-history	0	* **ui:** prevent context pills from submitting the preset form ([dba7cea](https://github.com/nmorgowicz-org/llama-monitor/commit/dba7ceae84e1b69cd23884bfcf7776cddbe1f879))
CHANGELOG.md	119	llama-monitor	historical-record	do-not-rewrite-history	0	* **ui:** restrict n-cpu-moe to MoE models and add unified-memory hint ([dba7cea](https://github.com/nmorgowicz-org/llama-monitor/commit/dba7ceae84e1b69cd23884bfcf7776cddbe1f879))
CHANGELOG.md	124	llama-monitor	historical-record	do-not-rewrite-history	0	* feat(gguf) ([#272](https://github.com/nmorgowicz-org/llama-monitor/issues/272)) ([#273](https://github.com/nmorgowicz-org/llama-monitor/issues/273)) ([93482ee](https://github.com/nmorgowicz-org/llama-monitor/commit/93482ee8509017346051edb
CHANGELOG.md	124	llama-monitor	historical-record	do-not-rewrite-history	0	* feat(gguf) ([#272](https://github.com/nmorgowicz-org/llama-monitor/issues/272)) ([#273](https://github.com/nmorgowicz-org/llama-monitor/issues/273)) ([93482ee](https://github.com/nmorgowicz-org/llama-monitor/commit/93482ee8509017346051edb
CHANGELOG.md	124	llama-monitor	historical-record	do-not-rewrite-history	0	* feat(gguf) ([#272](https://github.com/nmorgowicz-org/llama-monitor/issues/272)) ([#273](https://github.com/nmorgowicz-org/llama-monitor/issues/273)) ([93482ee](https://github.com/nmorgowicz-org/llama-monitor/commit/93482ee8509017346051edb
CHANGELOG.md	126	llama-monitor	historical-record	do-not-rewrite-history	0	## [1.4.0](https://github.com/nmorgowicz-org/llama-monitor/compare/v1.3.1...v1.4.0) (2026-06-23)
CHANGELOG.md	131	llama-monitor	historical-record	do-not-rewrite-history	0	* **gpu:** integrate PawnIO driver install and expose status in sensor bridge ([41b72e5](https://github.com/nmorgowicz-org/llama-monitor/commit/41b72e58c1c22e618c3c4082268e55d11daa8455))
CHANGELOG.md	132	llama-monitor	historical-record	do-not-rewrite-history	0	* **tray:** add unified right-click menu, popover fix, and WebView2 auto-install ([41b72e5](https://github.com/nmorgowicz-org/llama-monitor/commit/41b72e58c1c22e618c3c4082268e55d11daa8455))
CHANGELOG.md	133	llama-monitor	historical-record	do-not-rewrite-history	0	* **windows:** show console by default on Windows and log to file when headless ([41b72e5](https://github.com/nmorgowicz-org/llama-monitor/commit/41b72e58c1c22e618c3c4082268e55d11daa8455))
